CODE_DEP,DÉPARTEMENT,CODE_COM,COMMUNE,Inscrits,Abstentions,Votants,Blancs_et_nuls,Exprimés,Voix_oui,Pourcent_oui,Voix_non,Pourcent_non
14,CALVADOS,195,Courvaudon,193,72,121,6,115,38,"33,04 %",77,"66,96 %"
14,CALVADOS,196,Crépon,182,35,147,5,142,70,"49,30 %",72,"50,70 %"
14,CALVADOS,197,Cresserons,870,206,664,21,643,332,"51,63 %",311,"48,37 %"
14,CALVADOS,198,Cresseveuille,208,61,147,2,145,59,"40,69 %",86,"59,31 %"
14,CALVADOS,200,Creully,942,245,697,14,683,285,"41,73 %",398,"58,27 %"
14,CALVADOS,201,Crèvecoeur-en-Auge,368,120,248,3,245,91,"37,14 %",154,"62,86 %"
14,CALVADOS,202,Cricqueboeuf,163,33,130,0,130,56,"43,08 %",74,"56,92 %"
14,CALVADOS,203,Cricqueville-en-Auge,172,38,134,1,133,70,"52,63 %",63,"47,37 %"
14,CALVADOS,204,Cricqueville-en-Bessin,149,52,97,1,96,35,"36,46 %",61,"63,54 %"
14,CALVADOS,205,Cristot,137,24,113,2,111,42,"37,84 %",69,"62,16 %"
14,CALVADOS,206,Crocy,239,52,187,4,183,59,"32,24 %",124,"67,76 %"
14,CALVADOS,207,Croisilles,288,74,214,3,211,94,"44,55 %",117,"55,45 %"
14,CALVADOS,208,Croissanville,325,97,228,3,225,71,"31,56 %",154,"68,44 %"
14,CALVADOS,209,Crouay,391,114,277,6,271,71,"26,20 %",200,"73,80 %"
14,CALVADOS,210,La Croupte,84,21,63,3,60,25,"41,67 %",35,"58,33 %"
14,CALVADOS,211,Culey-le-Patry,238,54,184,4,180,64,"35,56 %",116,"64,44 %"
14,CALVADOS,212,Cully,135,39,96,0,96,49,"51,04 %",47,"48,96 %"
14,CALVADOS,213,Curcy-sur-Orne,313,53,260,5,255,93,"36,47 %",162,"63,53 %"
14,CALVADOS,214,Cussy,121,33,88,5,83,24,"28,92 %",59,"71,08 %"
14,CALVADOS,215,Cuverville,1 302,329,973,22,951,328,"34,49 %",623,"65,51 %"
14,CALVADOS,216,Damblainville,158,38,120,2,118,63,"53,39 %",55,"46,61 %"
14,CALVADOS,217,Dampierre,114,33,81,4,77,22,"28,57 %",55,"71,43 %"
14,CALVADOS,218,Danestal,177,45,132,0,132,51,"38,64 %",81,"61,36 %"
14,CALVADOS,219,Danvou-la-Ferrière,140,38,102,2,100,37,"37,00 %",63,"63,00 %"
14,CALVADOS,220,Deauville,3 709,1 245,2 464,46,2 418,1 432,"59,22 %",986,"40,78 %"
14,CALVADOS,221,Démouville,2 112,494,1 618,30,1 588,880,"55,42 %",708,"44,58 %"
14,CALVADOS,222,Le Désert,50,22,28,2,26,17,"65,38 %",9,"34,62 %"
14,CALVADOS,223,Le Détroit,76,21,55,1,54,26,"48,15 %",28,"51,85 %"
14,CALVADOS,224,Deux-Jumeaux,58,11,47,3,44,13,"29,55 %",31,"70,45 %"
14,CALVADOS,225,Dives-sur-Mer,4 198,1 301,2 897,46,2 851,713,"25,01 %",2 138,"74,99 %"
14,CALVADOS,226,Donnay,144,42,102,5,97,37,"38,14 %",60,"61,86 %"
14,CALVADOS,227,Douville-en-Auge,176,33,143,3,140,56,"40,00 %",84,"60,00 %"
14,CALVADOS,228,Douvres-la-Délivrande,3 479,849,2 630,63,2 567,1 407,"54,81 %",1 160,"45,19 %"
14,CALVADOS,229,Dozulé,1 185,363,822,13,809,307,"37,95 %",502,"62,05 %"
14,CALVADOS,230,Drubec,110,23,87,3,84,33,"39,29 %",51,"60,71 %"
14,CALVADOS,231,Beaufour-Druval,327,86,241,8,233,77,"33,05 %",156,"66,95 %"
14,CALVADOS,232,Ducy-Sainte-Marguerite,129,24,105,3,102,33,"32,35 %",69,"67,65 %"
14,CALVADOS,235,Ecrammeville,134,39,95,2,93,48,"51,61 %",45,"48,39 %"
14,CALVADOS,236,Ellon,302,96,206,6,200,65,"32,50 %",135,"67,50 %"
14,CALVADOS,237,Emiéville,327,108,219,1,218,99,"45,41 %",119,"54,59 %"
14,CALVADOS,238,Englesqueville-en-Auge,112,26,86,1,85,51,"60,00 %",34,"40,00 %"
14,CALVADOS,239,Englesqueville-la-Percée,77,21,56,1,55,23,"41,82 %",32,"58,18 %"
14,CALVADOS,240,Epaney,292,75,217,1,216,65,"30,09 %",151,"69,91 %"
14,CALVADOS,241,Epinay-sur-Odon,425,112,313,12,301,111,"36,88 %",190,"63,12 %"
14,CALVADOS,242,Epron,1 093,249,844,15,829,580,"69,96 %",249,"30,04 %"
14,CALVADOS,243,Equemauville,844,202,642,12,630,332,"52,70 %",298,"47,30 %"
14,CALVADOS,244,Eraines,186,34,152,0,152,59,"38,82 %",93,"61,18 %"
14,CALVADOS,245,Ernes,218,63,155,2,153,56,"36,60 %",97,"63,40 %"
14,CALVADOS,246,Escoville,519,139,380,8,372,143,"38,44 %",229,"61,56 %"
14,CALVADOS,248,Espins,180,30,150,5,145,63,"43,45 %",82,"56,55 %"
14,CALVADOS,249,Esquay-Notre-Dame,783,203,580,8,572,200,"34,97 %",372,"65,03 %"
14,CALVADOS,250,Esquay-sur-Seulles,309,85,224,2,222,68,"30,63 %",154,"69,37 %"
14,CALVADOS,251,Esson,275,60,215,6,209,85,"40,67 %",124,"59,33 %"
14,CALVADOS,252,Estrées-la-Campagne,153,44,109,3,106,36,"33,96 %",70,"66,04 %"
14,CALVADOS,253,Estry,236,73,163,12,151,55,"36,42 %",96,"63,58 %"
14,CALVADOS,254,Eterville,898,188,710,21,689,363,"52,69 %",326,"47,31 %"
14,CALVADOS,255,Etouvy,239,58,181,8,173,75,"43,35 %",98,"56,65 %"
14,CALVADOS,256,Etréham,197,46,151,3,148,84,"56,76 %",64,"43,24 %"
14,CALVADOS,257,Evrecy,994,168,826,17,809,436,"53,89 %",373,"46,11 %"
14,CALVADOS,258,Falaise,5 600,2 034,3 566,66,3 500,1 471,"42,03 %",2 029,"57,97 %"
14,CALVADOS,259,Familly,95,26,69,0,69,38,"55,07 %",31,"44,93 %"
14,CALVADOS,260,Fauguernon,186,47,139,0,139,61,"43,88 %",78,"56,12 %"
14,CALVADOS,261,Le Faulq,177,37,140,3,137,83,"60,58 %",54,"39,42 %"
14,CALVADOS,264,La Ferrière-Harang,214,79,135,4,131,58,"44,27 %",73,"55,73 %"
14,CALVADOS,265,Fervaques,455,120,335,6,329,114,"34,65 %",215,"65,35 %"
14,CALVADOS,266,Feuguerolles-Bully,934,223,711,30,681,301,"44,20 %",380,"55,80 %"
14,CALVADOS,268,Fierville-Bray,356,94,262,4,258,100,"38,76 %",158,"61,24 %"
14,CALVADOS,269,Fierville-les-Parcs,157,37,120,1,119,61,"51,26 %",58,"48,74 %"
14,CALVADOS,270,Firfol,312,45,267,4,263,95,"36,12 %",168,"63,88 %"
14,CALVADOS,271,Fleury-sur-Orne,2 675,652,2 023,27,1 996,648,"32,46 %",1 348,"67,54 %"
14,CALVADOS,272,La Folie,92,23,69,4,65,27,"41,54 %",38,"58,46 %"
14,CALVADOS,273,La Folletière-Abenon,146,60,86,3,83,35,"42,17 %",48,"57,83 %"
14,CALVADOS,274,Fontaine-Etoupefour,1 410,300,1 110,32,1 078,597,"55,38 %",481,"44,62 %"
14,CALVADOS,275,Fontaine-Henry,354,88,266,2,264,102,"38,64 %",162,"61,36 %"
14,CALVADOS,276,Fontaine-le-Pin,265,67,198,6,192,75,"39,06 %",117,"60,94 %"
14,CALVADOS,277,Fontenay-le-Marmion,1 163,303,860,20,840,300,"35,71 %",540,"64,29 %"
14,CALVADOS,278,Fontenay-le-Pesnel,723,193,530,9,521,168,"32,25 %",353,"67,75 %"
14,CALVADOS,279,Fontenermont,113,26,87,2,85,37,"43,53 %",48,"56,47 %"
14,CALVADOS,280,Formentin,170,43,127,6,121,49,"40,50 %",72,"59,50 %"
14,CALVADOS,281,Formigny,192,57,135,2,133,48,"36,09 %",85,"63,91 %"
14,CALVADOS,282,Foulognes,138,46,92,1,91,50,"54,95 %",41,"45,05 %"
14,CALVADOS,283,Fourches,127,44,83,0,83,37,"44,58 %",46,"55,42 %"
14,CALVADOS,284,Fourneaux-le-Val,139,30,109,1,108,36,"33,33 %",72,"66,67 %"
14,CALVADOS,285,Le Fournet,44,19,25,2,23,8,"34,78 %",15,"65,22 %"
14,CALVADOS,286,Fourneville,295,43,252,6,246,101,"41,06 %",145,"58,94 %"
14,CALVADOS,287,Frénouville,1 153,270,883,18,865,313,"36,18 %",552,"63,82 %"
14,CALVADOS,288,Le Fresne-Camilly,659,128,531,3,528,261,"49,43 %",267,"50,57 %"
14,CALVADOS,289,Fresné-la-Mère,331,78,253,4,249,78,"31,33 %",171,"68,67 %"
14,CALVADOS,290,Fresney-le-Puceux,488,144,344,11,333,96,"28,83 %",237,"71,17 %"
14,CALVADOS,291,Fresney-le-Vieux,174,36,138,2,136,47,"34,56 %",89,"65,44 %"
14,CALVADOS,292,Friardel,196,62,134,0,134,44,"32,84 %",90,"67,16 %"
14,CALVADOS,293,Fumichon,203,66,137,0,137,57,"41,61 %",80,"58,39 %"
14,CALVADOS,294,Garcelles-Secqueville,475,120,355,8,347,130,"37,46 %",217,"62,54 %"
14,CALVADOS,296,Le Gast,207,63,144,3,141,57,"40,43 %",84,"59,57 %"
14,CALVADOS,297,Gavrus,150,33,117,4,113,53,"46,90 %",60,"53,10 %"
14,CALVADOS,298,Géfosse-Fontenay,117,25,92,2,90,46,"51,11 %",44,"48,89 %"
14,CALVADOS,299,Genneville,477,131,346,5,341,158,"46,33 %",183,"53,67 %"
14,CALVADOS,300,Gerrots,36,5,31,0,31,12,"38,71 %",19,"61,29 %"
14,CALVADOS,301,Giberville,3 357,953,2 404,45,2 359,680,"28,83 %",1 679,"71,17 %"
14,CALVADOS,302,Glanville,117,27,90,2,88,48,"54,55 %",40,"45,45 %"
14,CALVADOS,303,Glos,735,223,512,6,506,186,"36,76 %",320,"63,24 %"
14,CALVADOS,304,Gonneville-sur-Honfleur,621,157,464,6,458,241,"52,62 %",217,"47,38 %"
14,CALVADOS,305,Gonneville-sur-Mer,507,135,372,1,371,199,"53,64 %",172,"46,36 %"
14,CALVADOS,306,Gonneville-en-Auge,279,49,230,5,225,100,"44,44 %",125,"55,56 %"
14,CALVADOS,307,Goupillières,115,23,92,1,91,41,"45,05 %",50,"54,95 %"
14,CALVADOS,308,Goustranville,166,48,118,0,118,44,"37,29 %",74,"62,71 %"
14,CALVADOS,309,Gouvix,621,158,463,8,455,116,"25,49 %",339,"74,51 %"
14,CALVADOS,310,Grainville-Langannerie,409,93,316,7,309,107,"34,63 %",202,"65,37 %"
14,CALVADOS,311,Grainville-sur-Odon,685,148,537,8,529,194,"36,67 %",335,"63,33 %"
14,CALVADOS,312,Grandcamp-Maisy,1 551,553,998,15,983,415,"42,22 %",568,"57,78 %"
14,CALVADOS,313,Grandchamp-le-Château,58,14,44,0,44,15,"34,09 %",29,"65,91 %"
14,CALVADOS,316,Grangues,184,40,144,2,142,65,"45,77 %",77,"54,23 %"
14,CALVADOS,317,La Graverie,859,199,660,18,642,279,"43,46 %",363,"56,54 %"
14,CALVADOS,318,Graye-sur-Mer,400,93,307,4,303,157,"51,82 %",146,"48,18 %"
14,CALVADOS,319,Grentheville,584,151,433,8,425,178,"41,88 %",247,"58,12 %"
14,CALVADOS,320,Grimbosq,224,63,161,2,159,73,"45,91 %",86,"54,09 %"
14,CALVADOS,322,Guéron,186,46,140,1,139,67,"48,20 %",72,"51,80 %"
14,CALVADOS,324,Hamars,333,87,246,1,245,80,"32,65 %",165,"67,35 %"
14,CALVADOS,325,Hermanville-sur-Mer,2 228,686,1 542,22,1 520,795,"52,30 %",725,"47,70 %"
14,CALVADOS,326,Hermival-les-Vaux,618,157,461,11,450,228,"50,67 %",222,"49,33 %"
14,CALVADOS,327,Hérouville-Saint-Clair,12 565,4 206,8 359,156,8 203,3 372,"41,11 %",4 831,"58,89 %"
14,CALVADOS,328,Hérouvillette,879,191,688,10,678,258,"38,05 %",420,"61,95 %"
14,CALVADOS,329,Heuland,82,27,55,1,54,31,"57,41 %",23,"42,59 %"
14,CALVADOS,330,Heurtevent,140,44,96,2,94,46,"48,94 %",48,"51,06 %"
14,CALVADOS,331,Hiéville,201,46,155,5,150,66,"44,00 %",84,"56,00 %"
14,CALVADOS,332,La Hoguette,421,93,328,2,326,123,"37,73 %",203,"62,27 %"
14,CALVADOS,333,Honfleur,5 412,2 004,3 408,73,3 335,1 367,"40,99 %",1 968,"59,01 %"
14,CALVADOS,334,L'Hôtellerie,211,57,154,3,151,55,"36,42 %",96,"63,58 %"
14,CALVADOS,335,Hotot-en-Auge,274,63,211,2,209,81,"38,76 %",128,"61,24 %"
14,CALVADOS,336,Hottot-les-Bagues,337,84,253,0,253,85,"33,60 %",168,"66,40 %"
14,CALVADOS,337,La Houblonnière,191,46,145,4,141,53,"37,59 %",88,"62,41 %"
14,CALVADOS,338,Houlgate,1 563,464,1 099,9,1 090,601,"55,14 %",489,"44,86 %"
14,CALVADOS,339,Hubert-Folie,219,36,183,2,181,76,"41,99 %",105,"58,01 %"
14,CALVADOS,341,Ifs,6 904,2 095,4 809,103,4 706,2 137,"45,41 %",2 569,"54,59 %"
14,CALVADOS,342,Isigny-sur-Mer,2 043,699,1 344,16,1 328,491,"36,97 %",837,"63,03 %"
14,CALVADOS,343,Les Isles-Bardel,61,15,46,0,46,17,"36,96 %",29,"63,04 %"
14,CALVADOS,344,Janville,342,79,263,4,259,133,"51,35 %",126,"48,65 %"
14,CALVADOS,345,Jort,244,89,155,1,154,61,"39,61 %",93,"60,39 %"
14,CALVADOS,346,Juaye-Mondaye,521,145,376,7,369,119,"32,25 %",250,"67,75 %"
14,CALVADOS,347,Jurques,415,145,270,3,267,82,"30,71 %",185,"69,29 %"
14,CALVADOS,348,Juvigny-sur-Seulles,59,6,53,0,53,31,"58,49 %",22,"41,51 %"
14,CALVADOS,349,Laize-la-Ville,312,56,256,6,250,87,"34,80 %",163,"65,20 %"
14,CALVADOS,350,La Lande-sur-Drôme,57,9,48,0,48,20,"41,67 %",28,"58,33 %"
14,CALVADOS,352,Landelles-et-Coupigny,707,238,469,14,455,204,"44,84 %",251,"55,16 %"
14,CALVADOS,353,Landes-sur-Ajon,230,43,187,6,181,66,"36,46 %",115,"63,54 %"
14,CALVADOS,354,Langrune-sur-Mer,1 375,355,1 020,19,1 001,469,"46,85 %",532,"53,15 %"
14,CALVADOS,355,Lantheuil,532,163,369,8,361,149,"41,27 %",212,"58,73 %"
14,CALVADOS,356,Lasson,419,73,346,4,342,177,"51,75 %",165,"48,25 %"
14,CALVADOS,357,Lassy,237,78,159,2,157,72,"45,86 %",85,"54,14 %"
14,CALVADOS,358,Léaupartie,60,15,45,0,45,18,"40,00 %",27,"60,00 %"
14,CALVADOS,359,Lécaude,120,28,92,3,89,34,"38,20 %",55,"61,80 %"
14,CALVADOS,360,Leffard,125,29,96,1,95,33,"34,74 %",62,"65,26 %"
14,CALVADOS,361,Lénault,129,39,90,4,86,37,"43,02 %",49,"56,98 %"
14,CALVADOS,362,Lessard-et-le-Chêne,138,34,104,2,102,53,"51,96 %",49,"48,04 %"
14,CALVADOS,364,Lingèvres,350,101,249,5,244,118,"48,36 %",126,"51,64 %"
14,CALVADOS,365,Lion-sur-Mer,1 908,548,1 360,22,1 338,549,"41,03 %",789,"58,97 %"
14,CALVADOS,366,Lisieux,14 846,5 466,9 380,210,9 170,3 990,"43,51 %",5 180,"56,49 %"
14,CALVADOS,367,Lison,348,108,240,6,234,61,"26,07 %",173,"73,93 %"
14,CALVADOS,368,Lisores,238,62,176,0,176,62,"35,23 %",114,"64,77 %"
14,CALVADOS,369,Litteau,201,66,135,1,134,59,"44,03 %",75,"55,97 %"
14,CALVADOS,370,Le Molay-Littry,1 920,623,1 297,28,1 269,518,"40,82 %",751,"59,18 %"
14,CALVADOS,371,Livarot,1 674,597,1 077,16,1 061,407,"38,36 %",654,"61,64 %"
14,CALVADOS,372,Livry,550,143,407,3,404,131,"32,43 %",273,"67,57 %"
14,CALVADOS,373,Le Locheur,206,56,150,3,147,62,"42,18 %",85,"57,82 %"
14,CALVADOS,374,Les Loges,103,30,73,2,71,20,"28,17 %",51,"71,83 %"
14,CALVADOS,375,Les Loges-Saulces,107,23,84,1,83,21,"25,30 %",62,"74,70 %"
14,CALVADOS,376,Longraye,164,47,117,7,110,42,"38,18 %",68,"61,82 %"
14,CALVADOS,377,Longues-sur-Mer,465,119,346,3,343,147,"42,86 %",196,"57,14 %"
14,CALVADOS,378,Longueville,196,57,139,3,136,54,"39,71 %",82,"60,29 %"
14,CALVADOS,379,Longvillers,251,51,200,6,194,83,"42,78 %",111,"57,22 %"
14,CALVADOS,380,Loucelles,113,23,90,1,89,40,"44,94 %",49,"55,06 %"
14,CALVADOS,381,Louvagny,54,7,47,1,46,25,"54,35 %",21,"45,65 %"
14,CALVADOS,382,Louvières,68,11,57,1,56,31,"55,36 %",25,"44,64 %"
14,CALVADOS,383,Louvigny,1 654,431,1 223,27,1 196,642,"53,68 %",554,"46,32 %"
14,CALVADOS,384,Luc-sur-Mer,2 333,531,1 802,27,1 775,867,"48,85 %",908,"51,15 %"
14,CALVADOS,385,Magny-en-Bessin,91,22,69,1,68,37,"54,41 %",31,"45,59 %"
14,CALVADOS,386,Magny-la-Campagne,388,88,300,10,290,86,"29,66 %",204,"70,34 %"
14,CALVADOS,387,Magny-le-Freule,251,69,182,4,178,74,"41,57 %",104,"58,43 %"
14,CALVADOS,388,Maisoncelles-la-Jourdan,383,118,265,8,257,102,"39,69 %",155,"60,31 %"
14,CALVADOS,389,Maisoncelles-Pelvey,180,71,109,2,107,48,"44,86 %",59,"55,14 %"
14,CALVADOS,390,Maisoncelles-sur-Ajon,160,57,103,0,103,35,"33,98 %",68,"66,02 %"
14,CALVADOS,391,Maisons,247,48,199,3,196,87,"44,39 %",109,"55,61 %"
14,CALVADOS,393,Maizet,239,57,182,5,177,75,"42,37 %",102,"57,63 %"
14,CALVADOS,394,Maizières,319,90,229,1,228,68,"29,82 %",160,"70,18 %"
14,CALVADOS,395,Malloué,21,3,18,0,18,10,"55,56 %",8,"44,44 %"
14,CALVADOS,396,Maltot,430,112,318,12,306,162,"52,94 %",144,"47,06 %"
14,CALVADOS,397,Mandeville-en-Bessin,226,63,163,1,162,60,"37,04 %",102,"62,96 %"
14,CALVADOS,398,Manerbe,419,107,312,7,305,133,"43,61 %",172,"56,39 %"
14,CALVADOS,399,Manneville-la-Pipard,295,65,230,8,222,94,"42,34 %",128,"57,66 %"
14,CALVADOS,400,Le Manoir,116,26,90,3,87,41,"47,13 %",46,"52,87 %"
14,CALVADOS,401,Manvieux,91,29,62,1,61,26,"42,62 %",35,"57,38 %"
14,CALVADOS,402,Le Marais-la-Chapelle,62,14,48,4,44,12,"27,27 %",32,"72,73 %"
14,CALVADOS,403,Marolles,586,169,417,7,410,170,"41,46 %",240,"58,54 %"
14,CALVADOS,404,Martainville,83,20,63,2,61,26,"42,62 %",35,"57,38 %"
14,CALVADOS,405,Martigny-sur-l'Ante,264,80,184,4,180,69,"38,33 %",111,"61,67 %"
14,CALVADOS,406,Martragny,263,50,213,3,210,89,"42,38 %",121,"57,62 %"
14,CALVADOS,407,Mathieu,1 504,305,1 199,29,1 170,802,"68,55 %",368,"31,45 %"
14,CALVADOS,408,May-sur-Orne,1 263,276,987,17,970,325,"33,51 %",645,"66,49 %"
14,CALVADOS,409,Merville-Franceville-Plage,1 363,354,1 009,21,988,468,"47,37 %",520,"52,63 %"
14,CALVADOS,410,Méry-Corbon,601,185,416,4,412,137,"33,25 %",275,"66,75 %"
14,CALVADOS,411,Meslay,174,51,123,1,122,55,"45,08 %",67,"54,92 %"
14,CALVADOS,412,Le Mesnil-au-Grain,44,6,38,0,38,29,"76,32 %",9,"23,68 %"
14,CALVADOS,413,Le Mesnil-Auzouf,207,66,141,3,138,48,"34,78 %",90,"65,22 %"
14,CALVADOS,414,Le Mesnil-Bacley,170,47,123,2,121,48,"39,67 %",73,"60,33 %"
14,CALVADOS,415,Le Mesnil-Benoist,38,12,26,1,25,6,"24,00 %",19,"76,00 %"
14,CALVADOS,416,Le Mesnil-Caussois,84,16,68,3,65,26,"40,00 %",39,"60,00 %"
14,CALVADOS,417,Mesnil-Clinchamps,690,178,512,9,503,185,"36,78 %",318,"63,22 %"
14,CALVADOS,418,Le Mesnil-Durand,223,72,151,4,147,73,"49,66 %",74,"50,34 %"
14,CALVADOS,419,Le Mesnil-Eudes,252,62,190,4,186,92,"49,46 %",94,"50,54 %"
14,CALVADOS,420,Le Mesnil-Germain,192,49,143,3,140,57,"40,71 %",83,"59,29 %"
14,CALVADOS,421,Le Mesnil-Guillaume,376,111,265,4,261,111,"42,53 %",150,"57,47 %"
14,CALVADOS,422,Le Mesnil-Mauger,732,200,532,9,523,193,"36,90 %",330,"63,10 %"
14,CALVADOS,423,Le Mesnil-Patry,164,40,124,2,122,53,"43,44 %",69,"56,56 %"
14,CALVADOS,424,Le Mesnil-Robert,125,40,85,5,80,33,"41,25 %",47,"58,75 %"
14,CALVADOS,425,Le Mesnil-Simon,123,30,93,0,93,42,"45,16 %",51,"54,84 %"
14,CALVADOS,426,Le Mesnil-sur-Blangy,169,37,132,2,130,67,"51,54 %",63,"48,46 %"
14,CALVADOS,427,Le Mesnil-Villement,225,60,165,4,161,59,"36,65 %",102,"63,35 %"
14,CALVADOS,429,Meulles,303,106,197,5,192,73,"38,02 %",119,"61,98 %"
14,CALVADOS,430,Meuvaines,126,19,107,2,105,51,"48,57 %",54,"51,43 %"
14,CALVADOS,431,Mézidon-Canon,3 144,993,2 151,44,2 107,608,"28,86 %",1 499,"71,14 %"
14,CALVADOS,432,Missy,343,71,272,4,268,124,"46,27 %",144,"53,73 %"
14,CALVADOS,433,Mittois,126,33,93,4,89,39,"43,82 %",50,"56,18 %"
14,CALVADOS,435,Les Monceaux,137,24,113,1,112,42,"37,50 %",70,"62,50 %"
14,CALVADOS,436,Monceaux-en-Bessin,323,81,242,3,239,95,"39,75 %",144,"60,25 %"
14,CALVADOS,437,Mondeville,6 928,2 081,4 847,86,4 761,1 503,"31,57 %",3 258,"68,43 %"
14,CALVADOS,438,Mondrainville,355,89,266,6,260,99,"38,08 %",161,"61,92 %"
14,CALVADOS,439,Monfréville,85,27,58,3,55,19,"34,55 %",36,"65,45 %"
14,CALVADOS,440,Montamy,70,15,55,2,53,22,"41,51 %",31,"58,49 %"
14,CALVADOS,441,Mont-Bertrand,173,47,126,4,122,42,"34,43 %",80,"65,57 %"
14,CALVADOS,442,Montchamp,367,123,244,6,238,83,"34,87 %",155,"65,13 %"
14,CALVADOS,443,Montchauvet,254,85,169,4,165,71,"43,03 %",94,"56,97 %"
14,CALVADOS,444,Monteille,116,36,80,5,75,29,"38,67 %",46,"61,33 %"
14,CALVADOS,445,Montfiquet,74,21,53,0,53,17,"32,08 %",36,"67,92 %"
14,CALVADOS,446,Montigny,63,13,50,1,49,17,"34,69 %",32,"65,31 %"
14,CALVADOS,448,Montreuil-en-Auge,40,10,30,1,29,14,"48,28 %",15,"51,72 %"
14,CALVADOS,449,Monts-en-Bessin,324,87,237,2,235,82,"34,89 %",153,"65,11 %"
14,CALVADOS,450,Montviette,163,54,109,3,106,34,"32,08 %",72,"67,92 %"
14,CALVADOS,452,Morteaux-Couliboeuf,371,109,262,11,251,97,"38,65 %",154,"61,35 %"
14,CALVADOS,453,Mosles,220,67,153,3,150,68,"45,33 %",82,"54,67 %"
14,CALVADOS,454,Mouen,908,193,715,9,706,336,"47,59 %",370,"52,41 %"
14,CALVADOS,455,Moulines,183,34,149,4,145,51,"35,17 %",94,"64,83 %"
14,CALVADOS,456,Moult,994,209,785,14,771,314,"40,73 %",457,"59,27 %"
14,CALVADOS,457,Les Moutiers-en-Auge,93,19,74,1,73,37,"50,68 %",36,"49,32 %"
14,CALVADOS,458,Les Moutiers-en-Cinglais,233,65,168,6,162,69,"42,59 %",93,"57,41 %"
14,CALVADOS,459,Les Moutiers-Hubert,64,13,51,2,49,33,"67,35 %",16,"32,65 %"
14,CALVADOS,460,Moyaux,943,227,716,25,691,297,"42,98 %",394,"57,02 %"
14,CALVADOS,461,Mutrécy,235,48,187,8,179,78,"43,58 %",101,"56,42 %"
14,CALVADOS,462,Neuilly-la-Forêt,343,133,210,6,204,83,"40,69 %",121,"59,31 %"
14,CALVADOS,465,Nonant,338,68,270,8,262,115,"43,89 %",147,"56,11 %"
14,CALVADOS,466,Norolles,233,69,164,2,162,74,"45,68 %",88,"54,32 %"
14,CALVADOS,467,Noron-l'Abbaye,154,39,115,0,115,46,"40,00 %",69,"60,00 %"
14,CALVADOS,468,Noron-la-Poterie,200,63,137,8,129,40,"31,01 %",89,"68,99 %"
14,CALVADOS,469,Norrey-en-Auge,78,18,60,0,60,23,"38,33 %",37,"61,67 %"
14,CALVADOS,471,Notre-Dame-de-Courson,285,68,217,4,213,94,"44,13 %",119,"55,87 %"
14,CALVADOS,473,Notre-Dame-de-Livaye,104,29,75,1,74,33,"44,59 %",41,"55,41 %"
14,CALVADOS,474,Notre-Dame-d'Estrées,135,46,89,2,87,51,"58,62 %",36,"41,38 %"
14,CALVADOS,475,Noyers-Bocage,718,196,522,4,518,211,"40,73 %",307,"59,27 %"
14,CALVADOS,476,Olendon,148,44,104,1,103,44,"42,72 %",59,"57,28 %"
14,CALVADOS,477,Ondefontaine,217,52,165,6,159,65,"40,88 %",94,"59,12 %"
14,CALVADOS,478,Orbec,1 555,483,1 072,19,1 053,419,"39,79 %",634,"60,21 %"
14,CALVADOS,480,Osmanville,354,130,224,2,222,83,"37,39 %",139,"62,61 %"
14,CALVADOS,481,Les Oubeaux,198,61,137,2,135,42,"31,11 %",93,"68,89 %"
14,CALVADOS,483,Ouffières,137,35,102,1,101,55,"54,46 %",46,"45,54 %"
14,CALVADOS,484,Ouilly-du-Houley,160,39,121,3,118,51,"43,22 %",67,"56,78 %"
14,CALVADOS,486,Ouilly-le-Tesson,407,74,333,6,327,115,"35,17 %",212,"64,83 %"
14,CALVADOS,487,Ouilly-le-Vicomte,609,134,475,19,456,232,"50,88 %",224,"49,12 %"
14,CALVADOS,488,Ouistreham,7 050,2 290,4 760,80,4 680,2 374,"50,73 %",2 306,"49,27 %"
14,CALVADOS,489,Ouville-la-Bien-Tournée,218,79,139,2,137,64,"46,72 %",73,"53,28 %"
14,CALVADOS,491,Parfouru-sur-Odon,132,34,98,3,95,36,"37,89 %",59,"62,11 %"
14,CALVADOS,492,Pennedepie,251,59,192,4,188,98,"52,13 %",90,"47,87 %"
14,CALVADOS,493,Percy-en-Auge,175,32,143,11,132,32,"24,24 %",100,"75,76 %"
14,CALVADOS,494,Périers-en-Auge,108,22,86,4,82,30,"36,59 %",52,"63,41 %"
14,CALVADOS,495,Périers-sur-le-Dan,393,67,326,2,324,189,"58,33 %",135,"41,67 %"
14,CALVADOS,496,Périgny,47,11,36,0,36,12,"33,33 %",24,"66,67 %"
14,CALVADOS,497,Perrières,186,48,138,4,134,38,"28,36 %",96,"71,64 %"
14,CALVADOS,498,Pertheville-Ners,182,44,138,1,137,47,"34,31 %",90,"65,69 %"
14,CALVADOS,499,Petiville,332,91,241,5,236,89,"37,71 %",147,"62,29 %"
14,CALVADOS,500,Pierrefitte-en-Auge,104,16,88,0,88,60,"68,18 %",28,"31,82 %"
14,CALVADOS,501,Pierrefitte-en-Cinglais,179,34,145,2,143,56,"39,16 %",87,"60,84 %"
14,CALVADOS,502,Pierrepont,79,19,60,2,58,16,"27,59 %",42,"72,41 %"
14,CALVADOS,503,Pierres,170,34,136,3,133,48,"36,09 %",85,"63,91 %"
